,Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather,Time.Datetime,Proportions.Flights.On Time,Proportions.Flights.Cancelled or Diverted,Proportions.Flights.Security Delays,Statistics.# of Delays.Total,Time.Season
947,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/02,2,Febuary,2006,587,485,627,9,85,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",14,123,1795,11,7244,9173,36359,26445,18497,308,86435,4826,2006-02-01,0.7897089283767579,0.0146080889567208,0.0009811403030633,1793,Winter
948,ORD,"Chicago, IL: Chicago O'Hare International",2006/02,2,Febuary,2006,1239,1744,3396,10,158,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",12,822,6545,44,20739,28150,77144,121135,189556,506,398509,10168,2006-02-01,0.7367317939609236,0.0307637655417406,0.0003552397868561,6547,Winter
949,PDX,"Portland, OR: Portland International",2006/02,2,Febuary,2006,303,415,318,4,18,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,32,1060,5,2966,4063,14552,21488,9274,142,46277,821,2006-02-01,0.7300024612355402,0.0091065714988924,0.0009844942160964,1058,Winter
950,PHL,"Philadelphia, PA: Philadelphia International",2006/02,2,Febuary,2006,438,554,748,2,71,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,297,1811,26,6412,8546,21045,34003,29101,55,90389,6185,2006-02-01,0.7502925345190733,0.0377954598642639,0.0002340276152586,1813,Winter
951,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/02,2,Febuary,2006,819,1124,1199,18,64,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,178,3224,35,12887,16324,41896,56959,42822,699,147348,4972,2006-02-01,0.7894511149228131,0.0130482724822347,0.0011026709139916,3224,Winter
952,SAN,"San Diego, CA: San Diego International",2006/02,2,Febuary,2006,520,584,558,6,72,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,95,1740,74,5053,6962,22801,30032,22548,147,80502,4974,2006-02-01,0.7257971847170354,0.0242746337259408,0.0008618213157138,1740,Winter
953,SEA,"Seattle, WA: Seattle/Tacoma International",2006/02,2,Febuary,2006,578,671,886,11,40,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,75,2188,16,5232,7511,29870,39433,28403,425,100350,2219,2006-02-01,0.6965783517507655,0.0121155638397017,0.001464518705898,2186,Winter
954,SFO,"San Francisco, CA: San Francisco International",2006/02,2,Febuary,2006,757,645,1573,4,66,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",14,231,3048,36,6427,9742,38482,40924,77323,191,161355,4435,2006-02-01,0.6597207965510162,0.0274071032642167,0.000410593307329,3045,Winter
955,SLC,"Salt Lake City, UT: Salt Lake City International",2006/02,2,Febuary,2006,789,626,675,16,96,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,92,2200,13,8070,10375,35886,31434,21827,587,94857,5123,2006-02-01,0.7778313253012048,0.0101204819277108,0.0015421686746987,2202,Winter
956,TPA,"Tampa, FL: Tampa International",2006/02,2,Febuary,2006,379,477,445,3,46,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,88,1347,53,4514,6002,19547,30384,22774,116,77699,4878,2006-02-01,0.7520826391202933,0.0234921692769077,0.0004998333888703,1350,Winter
957,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/03,3,March,2006,1516,1596,4458,13,286,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",13,333,7870,16,26769,34988,92476,82823,194182,1024,386308,15803,2006-03-01,0.7650908883045615,0.0099748485194923,0.0003715559620441,7869,Spring
958,BOS,"Boston, MA: Logan International",2006/03,3,March,2006,578,640,807,5,57,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",13,126,2089,5,8970,11190,28691,36964,25306,136,94658,3561,2006-03-01,0.8016085790884718,0.0117068811438784,0.0004468275245755,2087,Spring
959,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/03,3,March,2006,427,669,281,11,31,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,33,1423,4,7440,8900,19258,33721,9804,327,66178,3068,2006-03-01,0.8359550561797753,0.0041573033707865,0.0012359550561797,1419,Spring
960,CLT,"Charlotte, NC: Charlotte Douglas International",2006/03,3,March,2006,503,545,517,3,62,"American Airlines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",11,82,1630,3,8237,9952,21814,28368,15412,190,70119,4335,2006-03-01,0.8276728295819936,0.0085409967845659,0.0003014469453376,1630,Spring
961,DCA,"Washington, DC: Ronald Reagan Washington National",2006/03,3,March,2006,424,453,471,7,43,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",15,127,1399,2,6906,8434,19888,25951,14869,349,63661,2604,2006-03-01,0.8188285511026796,0.0152952335783732,0.0008299739151055,1398,Spring
962,DEN,"Denver, CO: Denver International",2006/03,3,March,2006,1331,1743,1369,5,172,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,281,4622,12,14278,19193,64958,112207,47796,122,238803,13720,2006-03-01,0.7439170530922732,0.0152659823894128,0.0002605116448705,4620,Spring
963,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/03,3,March,2006,914,1980,1912,8,244,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",16,397,5054,84,19571,25106,64348,133860,82502,302,298891,17879,2006-03-01,0.7795347725643272,0.0191587668286465,0.0003186489285429,5058,Spring
964,DTW,"Detroit, MI: Detroit Metro Wayne County",2006/03,3,March,2006,573,580,571,10,88,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,125,1824,13,8808,10770,37488,34196,20345,344,98124,5751,2006-03-01,0.8178272980501393,0.0128133704735376,0.000928505106778,1822,Spring
965,EWR,"Newark, NJ: Newark Liberty International",2006/03,3,March,2006,433,1063,3153,14,111,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",12,296,4773,24,8899,13992,25249,69908,188408,577,291108,6966,2006-03-01,0.6360062893081762,0.0228702115494568,0.0010005717552887,4774,Spring
966,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/03,3,March,2006,323,396,291,5,25,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",11,13,1038,11,5535,6597,15286,23064,10306,200,50216,1360,2006-03-01,0.8390177353342428,0.003638017280582,0.0007579202667879,1040,Spring
967,IAD,"Washington, DC: Washington Dulles International",2006/03,3,March,2006,439,566,310,8,31,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",13,121,1353,5,6777,8256,24028,38109,15173,247,79756,2199,2006-03-01,0.8208575581395349,0.0152616279069767,0.000968992248062,1354,Spring
968,IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/03,3,March,2006,696,1765,2383,13,75,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",12,99,4931,64,14307,19401,42243,100949,80898,575,230085,5420,2006-03-01,0.7374362146281119,0.0084016287820215,0.0006700685531673,4932,Spring
969,JFK,"New York, NY: John F. Kennedy International",2006/03,3,March,2006,492,574,796,9,38,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",12,60,1907,20,6671,8658,24045,28677,25335,313,81205,2835,2006-03-01,0.7705012705012705,0.0092400092400092,0.001039501039501,1909,Spring
970,LAS,"Las Vegas, NV: McCarran International",2006/03,3,March,2006,937,1601,1517,13,103,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,123,4171,19,11399,15712,44358,78174,51790,404,180551,5825,2006-03-01,0.7254964358452138,0.0090376782077393,0.0008273930753564,4171,Spring
971,LAX,"Los Angeles, CA: Los Angeles International",2006/03,3,March,2006,1534,1532,1738,13,79,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",16,269,4893,17,14431,19610,73721,82628,55103,488,217320,5380,2006-03-01,0.7359000509943906,0.0145843957164711,0.0006629270780214,4896,Spring
972,LGA,"New York, NY: LaGuardia",2006/03,3,March,2006,483,630,1852,8,121,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",15,303,3095,18,7766,11182,28421,42919,96176,583,175499,7400,2006-03-01,0.6945090323734573,0.0287068502951171,0.0007154355213736,3094,Spring
973,MCO,"Orlando, FL: Orlando International",2006/03,3,March,2006,517,667,395,10,35,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",16,15,1626,10,9114,10765,23751,35642,14129,528,76825,2775,2006-03-01,0.8466326056665119,0.002322340919647,0.0009289363678588,1624,Spring
974,MDW,"Chicago, IL: Chicago Midway International",2006/03,3,March,2006,357,657,418,6,63,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,69,1501,46,6890,8506,16287,34009,17002,188,72092,4606,2006-03-01,0.8100164589701387,0.0135198683282388,0.0007053844345168,1501,Spring
975,MIA,"Miami, FL: Miami International",2006/03,3,March,2006,306,334,334,8,36,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",11,14,1017,16,5041,6088,15575,18531,12290,353,48995,2246,2006-03-01,0.8280223390275953,0.004927726675427,0.0013140604467805,1018,Spring
976,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/03,3,March,2006,563,629,693,11,152,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",14,134,2049,76,8419,10678,41167,40798,27113,500,125825,16247,2006-03-01,0.7884435287507023,0.0196666042330024,0.0010301554598239,2048,Spring
977,ORD,"Chicago, IL: Chicago O'Hare International",2006/03,3,March,2006,1419,2471,5514,8,197,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",12,1068,9608,105,20904,31685,91823,186028,402761,314,696455,15529,2006-03-01,0.6597443585292725,0.0370206722423859,0.0002524854031876,9609,Spring
978,PDX,"Portland, OR: Portland International",2006/03,3,March,2006,344,479,240,3,21,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,26,1087,3,3398,4514,15660,26700,8516,113,52485,1496,2006-03-01,0.7527691626052282,0.0064244572441293,0.0006645990252547,1087,Spring
979,PHL,"Philadelphia, PA: Philadelphia International",2006/03,3,March,2006,465,513,867,4,69,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",14,89,1922,3,7594,9608,24224,30626,35536,127,95461,4948,2006-03-01,0.7903830141548709,0.0095753538717735,0.0004163197335553,1918,Spring
980,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/03,3,March,2006,1023,1445,1389,21,79,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,160,3956,19,14372,18507,48479,72798,46360,649,174444,6158,2006-03-01,0.7765710271789052,0.0096720159939482,0.0011347057869995,3957,Spring
981,SAN,"San Diego, CA: San Diego International",2006/03,3,March,2006,637,654,571,8,25,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",15,70,1897,6,5909,7882,27051,33396,18145,355,80736,1789,2006-03-01,0.7496828216188784,0.0096422227860949,0.0010149708195889,1895,Spring
982,SEA,"Seattle, WA: Seattle/Tacoma International",2006/03,3,March,2006,533,804,552,5,41,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,61,1936,7,6419,8423,27947,49761,17249,155,98251,3139,2006-03-01,0.7620800189956073,0.0080731330879734,0.0005936127270568,1935,Spring
983,SFO,"San Francisco, CA: San Francisco International",2006/03,3,March,2006,932,964,2150,12,55,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",14,251,4117,5,6591,10964,44277,70775,120625,573,240083,3833,2006-03-01,0.6011492156147391,0.0233491426486683,0.0010944910616563,4113,Spring
984,SLC,"Salt Lake City, UT: Salt Lake City International",2006/03,3,March,2006,911,912,610,24,180,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,116,2636,15,9230,11997,40020,54490,20913,733,130539,14383,2006-03-01,0.7693590064182713,0.0109193965157956,0.0020005001250312,2637,Spring
